Name,State,latitude,Longitude,Elivation,Est. Population
Thode,,27.10,88.84,4189,16720
Thowbānga,,26.81,92.90,830,30539
Thudmpui,,22.98,92.71,1850,1080
Thuthibari,,27.43,83.70,288,48911
Thutibari,,27.43,83.70,288,48911
Tieh-mu-ch'o-k'o,,32.70,79.45,14268,0
Tieh-mu-ch'o-k'o-tsung,,32.70,79.45,14268,0
Tieh-mu-ch’o-k’o,,32.70,79.45,14268,0
Tieh-mu-ch’o-k’o-tsung,,32.70,79.45,14268,0
Tilasma,,25.06,75.33,1669,15927
Tingaon,,25.05,92.57,1197,36188
Tipamia,,27.26,95.18,357,44700
Tirkang,,29.09,95.15,8389,149
Tithal,,20.60,72.90,55,92391
Tiyingchomo,,26.11,94.24,3349,38523
Toichum,,24.16,93.80,2851,12509
Tolbung,,24.38,93.15,1811,2682
Toldem,,15.43,74.20,331,7719
Toushen Khund,,25.12,93.38,2053,2517
Tsaikiyang,,25.98,94.67,6171,13550
Tsetang,,27.83,88.78,15226,0
Tsuntang,,27.61,88.64,5869,25
Tsunthang,,27.61,88.64,5869,25
Tumlong,,27.42,88.58,5029,11469
Turibari,,27.36,94.63,334,23630
Tusom,,24.79,94.43,3349,1508
Tusora Khulan,,25.40,94.59,4402,3003
Tālo,,27.54,93.76,5029,1376
Ukha,,24.46,93.65,5180,6466
Ukkerputti,,19.82,72.67,0,41794
Umarkot,,24.08,76.13,1190,18977
Umjah,,25.49,91.11,3349,4624
Umpli,,25.87,91.88,1679,32085
Umrat,,21.01,72.74,45,27491
Umsohphie,,25.65,91.81,3349,13817
Uralagonditippa,,16.35,81.41,3,16709
Urmal,,19.90,82.52,892,13056
Vanbawng,,24.04,93.06,2509,1576
Vapi,,20.37,72.91,65,94462
Varca,,15.23,73.94,55,108570
Vawngawn,,24.06,92.51,961,1038
Vengni,,21.69,72.71,0,5201
Venādu,,13.64,80.13,39,9405
Verlem,,15.04,74.25,1873,7625
Vichondrem,,15.10,74.20,403,9794
Vihod,,21.53,72.71,22,4410
Vihode,,21.53,72.71,22,4410
Viliena,,15.17,74.23,282,7763
Vingni,,21.69,72.71,0,5201
Wansa,,26.96,95.34,1669,9884
Wāpi,,20.37,72.91,65,94462
Yamua Khunov,,24.49,93.74,2555,62197
Yangang,,27.28,88.41,2782,14931
Yangpi,,26.40,94.78,3700,19715
Yelatturdibba,,15.78,80.87,26,17963
Yoto,,27.32,93.00,2887,4321
Youpi,,24.10,93.98,4360,4470
Yume Samdong,,27.91,88.71,16827,0
Yumtang,,27.80,88.70,12814,0
Yumthang,,27.80,88.70,12814,0
Zanak,,27.90,88.27,21827,0
Zema,,27.76,88.54,9580,0
Zhekiya,,25.93,94.49,5029,9039
Zākhung,,27.90,88.42,16259,0
Ïrakam,,13.57,80.15,29,5636
Ābongkethe,,26.20,92.96,413,26035
Варка,,15.23,73.94,55,108570
Кавелосим,,15.18,73.95,16,91787
Кавелоссим,,15.18,73.95,16,91787
Калангут,,15.54,73.76,42,78610
Кандолим,,15.52,73.77,45,65825
واپی,,20.37,72.91,65,94462
وپی,,20.37,72.91,65,94462
कंडोलिम,,15.52,73.77,45,65825
जावद,,24.60,74.86,1669,23928
मंगन,,27.51,88.52,3349,12521
वापि,,20.37,72.91,65,94462
वापी,,20.37,72.91,65,94462
করিমগঞ্জ,,24.87,92.36,42,117329
বাপি,,20.37,72.91,65,94462
মাঙান,,27.51,88.52,3349,12521
વાપી,,20.37,72.91,65,94462
கலங்குட்,,15.54,73.76,42,78610
வாப்பி,,20.37,72.91,65,94462
ಕಂಡೋಲಿಮ್,,15.52,73.77,45,65825
ಕವೇಲೋಸಿಂ,,15.18,73.95,16,91787
バピ,,20.37,72.91,65,94462
ラタンガル,,24.82,75.12,1243,13366
Aberdeen,Andaman and Nicobar Islands,11.67,92.73,68,38132
Alipur,Andaman and Nicobar Islands,11.73,92.68,232,5355
Anowa,Andaman and Nicobar Islands,7.97,93.55,830,770
Arainj-laka-punga,Andaman and Nicobar Islands,12.60,92.72,16,73
Arong,Andaman and Nicobar Islands,9.17,92.72,3,13393
Austinabad,Andaman and Nicobar Islands,11.63,92.75,203,22347
Bamboo Flat,Andaman and Nicobar Islands,11.70,92.72,157,21475
Bambooflat,Andaman and Nicobar Islands,11.70,92.72,157,21475
Bananga,Andaman and Nicobar Islands,6.95,93.90,187,1581
Beadonābād,Andaman and Nicobar Islands,11.58,92.73,118,5831
Bengala,Andaman and Nicobar Islands,8.32,93.10,88,735
Betapur,Andaman and Nicobar Islands,12.72,92.90,288,2446
Bindraban,Andaman and Nicobar Islands,11.72,92.67,187,6915
Birchganj,Andaman and Nicobar Islands,11.62,92.75,127,19710
Bonington,Andaman and Nicobar Islands,12.92,92.90,0,1337
Brookesābād,Andaman and Nicobar Islands,11.62,92.75,127,19710
Bumlitan,Andaman and Nicobar Islands,11.62,92.70,216,27978
Bājajāg,Andaman and Nicobar Islands,11.72,92.67,187,6915
Calicut,Andaman and Nicobar Islands,11.60,92.73,209,17929
Chanumia,Andaman and Nicobar Islands,8.35,93.10,354,457
Chanumla,Andaman and Nicobar Islands,8.32,93.08,150,709
Chetamale,Andaman and Nicobar Islands,10.72,92.55,78,108
Chingenh,Andaman and Nicobar Islands,6.81,93.85,173,1390
Dak-omkeh,Andaman and Nicobar Islands,7.08,93.65,0,850
Dak-omkeli,Andaman and Nicobar Islands,7.08,93.65,0,850
Diglipur,Andaman and Nicobar Islands,13.27,93.00,144,4050
Dit-dak,Andaman and Nicobar Islands,7.32,93.63,203,1096
Dolyganj,Andaman and Nicobar Islands,11.63,92.63,0,3245
Dākoānk,Andaman and Nicobar Islands,7.03,93.72,364,1779
Endea-geleda,Andaman and Nicobar Islands,10.68,92.35,0,46
Enfak,Andaman and Nicobar Islands,7.36,93.63,216,804
Enounga,Andaman and Nicobar Islands,8.02,93.53,0,1120
Eoya,Andaman and Nicobar Islands,8.28,93.10,49,932
Garacharma,Andaman and Nicobar Islands,11.62,92.72,239,28637
Garacherama,Andaman and Nicobar Islands,11.62,92.72,239,28637
Geinyale,Andaman and Nicobar Islands,10.57,92.53,19,78
Goplakabang,Andaman and Nicobar Islands,11.77,92.72,344,148
Haddo,Andaman and Nicobar Islands,11.68,92.72,98,37127
Haoin,Andaman and Nicobar Islands,8.32,93.10,88,735
Hastmatabad,Andaman and Nicobar Islands,11.60,92.63,187,316
Henhōaha,Andaman and Nicobar Islands,6.82,93.82,55,1325
Henoaha,Andaman and Nicobar Islands,6.82,93.82,55,1325
Henpoin,Andaman and Nicobar Islands,6.87,93.77,0,754
Heoin,Andaman and Nicobar Islands,8.32,93.10,88,735
Herberiabad,Andaman and Nicobar Islands,11.72,92.62,39,130
Herbertābād,Andaman and Nicobar Islands,11.72,92.62,39,130
Heya,Andaman and Nicobar Islands,7.42,93.70,3,370
Hinam,Andaman and Nicobar Islands,8.25,93.08,0,673
Hobdaypur,Andaman and Nicobar Islands,11.65,92.65,75,15543
Homfrayganj,Andaman and Nicobar Islands,11.60,92.67,232,10758
Hope Town,Andaman and Nicobar Islands,11.67,92.73,68,38132
Ignoitijala,Andaman and Nicobar Islands,10.55,92.35,0,25
Ilichar,Andaman and Nicobar Islands,13.22,92.87,370,3296
Inaka,Andaman and Nicobar Islands,8.07,93.53,3,1140
Ingoie,Andaman and Nicobar Islands,10.52,92.48,3,75
Ingoitijala,Andaman and Nicobar Islands,10.55,92.35,0,25
Jalebar,Andaman and Nicobar Islands,12.02,92.93,0,20
Jangli Ghāt,Andaman and Nicobar Islands,11.67,92.73,68,38132
Janglighāt,Andaman and Nicobar Islands,11.67,92.73,68,38132
Kanālla,Andaman and Nicobar Islands,6.97,93.92,196,1310
Karen,Andaman and Nicobar Islands,12.85,92.88,830,2832
Karen village,Andaman and Nicobar Islands,12.85,92.88,830,2832
Kartara,Andaman and Nicobar Islands,12.73,92.75,3,1991
Keaiya,Andaman and Nicobar Islands,8.18,93.47,72,888
Keaiya,Andaman and Nicobar Islands,8.20,93.48,29,875
Kemios,Andaman and Nicobar Islands,9.13,92.78,19,13044
Kerawa,Andaman and Nicobar Islands,8.25,93.12,26,859
Kimus,Andaman and Nicobar Islands,9.13,92.78,19,13044
Kire-Henpoan,Andaman and Nicobar Islands,7.98,93.38,167,1356
Koi-hoa,Andaman and Nicobar Islands,8.20,93.48,29,875
Koi-mekeah,Andaman and Nicobar Islands,7.92,93.35,9,1341
Kola-rue,Andaman and Nicobar Islands,8.23,93.17,3,623
Kwachengui,Andaman and Nicobar Islands,10.58,92.60,0,1
Kwate tu Kwage,Andaman and Nicobar Islands,10.62,92.57,0,29
Kākana,Andaman and Nicobar Islands,9.12,92.80,0,7911
Laful,Andaman and Nicobar Islands,7.17,93.87,157,1274
Laksi,Andaman and Nicobar Islands,8.22,93.15,3,599
Lapate,Andaman and Nicobar Islands,9.22,92.80,3,9144
Lopate,Andaman and Nicobar Islands,9.22,92.80,3,9144
Maimyo,Andaman and Nicobar Islands,11.60,92.63,187,316
Maitaita-anla,Andaman and Nicobar Islands,6.83,93.88,259,1464
Malacca,Andaman and Nicobar Islands,9.17,92.82,3,10783
Malappuram,Andaman and Nicobar Islands,11.78,92.72,314,149
Manglutan,Andaman and Nicobar Islands,11.58,92.65,65,298
Manjeri,Andaman and Nicobar Islands,11.58,92.67,160,1953
Mannar Ghat,Andaman and Nicobar Islands,11.77,92.72,344,148
Manpur,Andaman and Nicobar Islands,11.68,92.62,9,1605
Maru,Andaman and Nicobar Islands,8.10,93.48,95,1099
Matait-anla,Andaman and Nicobar Islands,6.83,93.88,259,1464
Mathura,Andaman and Nicobar Islands,11.72,92.68,177,8664
Mattai-ta-hoe,Andaman and Nicobar Islands,7.98,93.57,85,743
Mitha Khari,Andaman and Nicobar Islands,11.65,92.67,127,24041
Mohean,Andaman and Nicobar Islands,7.97,93.32,29,817
Moshōit,Andaman and Nicobar Islands,8.17,93.52,0,967
Mus,Andaman and Nicobar Islands,9.23,92.78,3,9810
Māyābandar,Andaman and Nicobar Islands,12.93,92.93,0,763
Nachuge,Andaman and Nicobar Islands,10.78,92.35,0,35
Namūnaghar,Andaman and Nicobar Islands,11.65,92.68,118,28476
Oal-hetaih,Andaman and Nicobar Islands,7.92,93.32,0,697
Oallorong,Andaman and Nicobar Islands,8.32,93.08,150,709
Obate,Andaman and Nicobar Islands,10.80,92.60,0,11
Oel-hetaih,Andaman and Nicobar Islands,7.92,93.32,0,697
Ogechai,Andaman and Nicobar Islands,10.85,92.45,39,78
Ok-Chauka,Andaman and Nicobar Islands,8.07,93.57,19,592
Olenchi,Andaman and Nicobar Islands,7.93,93.45,9,772
Oukchaung,Andaman and Nicobar Islands,9.15,92.72,3,12355
Oukchong,Andaman and Nicobar Islands,9.15,92.72,3,12355
Pahiala,Andaman and Nicobar Islands,8.27,93.11,36,939
Pahlagaon,Andaman and Nicobar Islands,12.83,92.87,177,2980
Pahua,Andaman and Nicobar Islands,7.37,93.62,0,471
Palalankwe,Andaman and Nicobar Islands,10.87,92.48,55,76
Passa,Andaman and Nicobar Islands,9.20,92.75,127,16582
Patau,Andaman and Nicobar Islands,7.33,93.70,1181,1425
Patua,Andaman and Nicobar Islands,7.33,93.70,1181,1425
Perka,Andaman and Nicobar Islands,9.18,92.82,0,10706
Phaiapong,Andaman and Nicobar Islands,13.28,92.95,400,4914
Po'shat,Andaman and Nicobar Islands,8.25,93.22,3,181
Port Blair,Andaman and Nicobar Islands,11.67,92.75,13,26562
Port Bleras,Andaman and Nicobar Islands,11.67,92.75,13,26562
Portus Blairensis,Andaman and Nicobar Islands,11.67,92.75,13,26562
Po’shat,Andaman and Nicobar Islands,8.25,93.22,3,181
Protheroepu,Andaman and Nicobar Islands,11.62,92.72,239,28637
Protheroepur,Andaman and Nicobar Islands,11.62,92.72,239,28637
Pulo Bakka,Andaman and Nicobar Islands,6.84,93.78,0,829
Pulo Kunji,Andaman and Nicobar Islands,7.03,93.67,59,894
Pōahat,Andaman and Nicobar Islands,8.25,93.22,3,181
Rangachāng,Andaman and Nicobar Islands,11.58,92.75,0,3304
Rongat,Andaman and Nicobar Islands,12.47,92.93,3,110
Sabari,Andaman and Nicobar Islands,12.50,92.90,3,146
Sanenya,Andaman and Nicobar Islands,8.47,93.03,39,91
Sawai,Andaman and Nicobar Islands,9.20,92.72,3,10141
Shadipur,Andaman and Nicobar Islands,11.65,92.75,65,27712
Shake,Andaman and Nicobar Islands,7.88,93.35,0,567
Stewartganj,Andaman and Nicobar Islands,11.72,92.72,196,12164
Sāwi,Andaman and Nicobar Islands,9.20,92.72,3,10141
Tabiag,Andaman and Nicobar Islands,8.22,93.15,3,599
Tabiag,Andaman and Nicobar Islands,8.21,93.15,3,571
Tafwap,Andaman and Nicobar Islands,7.38,93.72,42,912
Taka-rōait,Andaman and Nicobar Islands,8.22,83.53,0,0
Talarom,Andaman and Nicobar Islands,8.17,93.45,68,703
Talārām,Andaman and Nicobar Islands,8.17,93.45,68,703
Tamala,Andaman and Nicobar Islands,9.20,92.82,0,8903
Tamalco,Andaman and Nicobar Islands,9.20,92.82,0,8903
Tamalu,Andaman and Nicobar Islands,9.20,92.82,0,8903
Tambe-e-bui,Andaman and Nicobar Islands,10.83,92.54,3,80
Tapivang,Andaman and Nicobar Islands,8.07,93.57,19,592
Tapuyē,Andaman and Nicobar Islands,7.90,93.45,249,726
Tapīyang,Andaman and Nicobar Islands,8.07,93.57,19,592
Taylerābād,Andaman and Nicobar Islands,11.60,92.70,239,18195
Temain,Andaman and Nicobar Islands,7.25,93.63,0,512
Tenlāa,Andaman and Nicobar Islands,7.02,93.90,344,1539
Thaiapong,Andaman and Nicobar Islands,13.28,92.95,400,4914
Tiden,Andaman and Nicobar Islands,7.25,93.65,0,468
Titaije,Andaman and Nicobar Islands,10.72,92.53,141,141
Titaiji,Andaman and Nicobar Islands,10.72,92.53,141,141
Tochangedu,Andaman and Nicobar Islands,10.70,92.35,0,55
Toibalawe,Andaman and Nicobar Islands,10.53,92.50,19,79
Toibalewe,Andaman and Nicobar Islands,10.53,92.50,19,79
Toinyugeda,Andaman and Nicobar Islands,10.68,92.63,0,5
Tusonabad,Andaman and Nicobar Islands,11.68,92.63,52,3799
Tāe-angha,Andaman and Nicobar Islands,6.93,93.75,36,1015
U-rèk-ka (Malacca),Andaman and Nicobar Islands,9.17,92.82,3,10783
Wimberleyganj,Andaman and Nicobar Islands,11.73,92.72,285,8551
Wrightmyo,Andaman and Nicobar Islands,11.78,92.72,314,149
Yat-kirana,Andaman and Nicobar Islands,8.23,93.23,0,210
Yāditā,Andaman and Nicobar Islands,12.47,92.72,203,93
Горад Порт-Блэр,Andaman and Nicobar Islands,11.67,92.75,13,26562
Порт Блер,Andaman and Nicobar Islands,11.67,92.75,13,26562
Порт-Блер,Andaman and Nicobar Islands,11.67,92.75,13,26562
Порт-Блэр,Andaman and Nicobar Islands,11.67,92.75,13,26562
פורט בלייר,Andaman and Nicobar Islands,11.67,92.75,13,26562
پورت بلر,Andaman and Nicobar Islands,11.67,92.75,13,26562
پورٹ بلیئر,Andaman and Nicobar Islands,11.67,92.75,13,26562
पोर्ट ब्लेयर,Andaman and Nicobar Islands,11.67,92.75,13,26562
पोर्ट ब्लेर,Andaman and Nicobar Islands,11.67,92.75,13,26562
पोर्टब्लेयर,Andaman and Nicobar Islands,11.67,92.75,13,26562
পোর্ট ব্লেয়ার,Andaman and Nicobar Islands,11.67,92.75,13,26562
ਪੋਰਟ ਬਲੇਅਰ,Andaman and Nicobar Islands,11.67,92.75,13,26562
પોર્ટ બ્લૅર,Andaman and Nicobar Islands,11.67,92.75,13,26562
ପୋର୍ଟ ବ୍ଲେୟର,Andaman and Nicobar Islands,11.67,92.75,13,26562
போர்ட் பிளேர்,Andaman and Nicobar Islands,11.67,92.75,13,26562
மதுரா,Andaman and Nicobar Islands,11.72,92.68,177,8664
ಪೋರ್ಟ್ ಬ್ಲೇರ್,Andaman and Nicobar Islands,11.67,92.75,13,26562
പോർട്ട് ബ്ലെയർ,Andaman and Nicobar Islands,11.67,92.75,13,26562
พอร์ตแบลร์,Andaman and Nicobar Islands,11.67,92.75,13,26562
პორტ-ბლერი,Andaman and Nicobar Islands,11.67,92.75,13,26562
ポートブレア,Andaman and Nicobar Islands,11.67,92.75,13,26562
포트블레어,Andaman and Nicobar Islands,11.67,92.75,13,26562
Abaiah Dargah,Andhra Pradesh,18.65,78.00,1233,51262
Abalasingi,Andhra Pradesh,18.65,83.87,1249,26244
Abapuram,Andhra Pradesh,18.83,78.01,1158,33394
Abbaipalem,Andhra Pradesh,17.39,79.91,964,32885
Abbapur,Andhra Pradesh,19.22,79.34,997,12377
Abbapuram,Andhra Pradesh,18.63,79.24,935,33403
Abbavandlapalle,Andhra Pradesh,14.28,77.83,1669,19791
Abbayagudem,Andhra Pradesh,18.21,80.54,354,9069
Abbenda,Andhra Pradesh,18.06,77.72,1669,38133
Abbineniguntapālem,Andhra Pradesh,16.14,80.33,65,44290
Abbireddipalle,Andhra Pradesh,15.44,77.86,1669,32058
Abbāpur,Andhra Pradesh,18.82,79.11,830,37054
Abbāpuram,Andhra Pradesh,18.74,78.03,1249,69837
Abbāreddigūdem,Andhra Pradesh,16.89,79.76,308,41248
Abbūru,Andhra Pradesh,16.45,80.17,177,69282
Abdul Nagaram,Andhra Pradesh,17.93,79.23,1669,30665
Abdullahnagar,Andhra Pradesh,18.29,78.29,1732,49460
Abdullapur,Andhra Pradesh,17.32,78.69,1669,35963
Abdullāpuram,Andhra Pradesh,18.96,78.04,1059,19745
Abhagapatnam,Andhra Pradesh,18.76,78.02,1220,58550
Abhangapur,Andhra Pradesh,16.77,77.63,1692,27841
Abhangāpatan,Andhra Pradesh,16.78,77.86,1669,29545
Abicherla,Andhra Pradesh,17.70,81.33,111,9562
Abids,Andhra Pradesh,17.39,78.48,1669,3099280
Abripāpāyapalli,Andhra Pradesh,18.47,79.47,830,30266
Achainpalle,Andhra Pradesh,14.00,77.30,2076,36068
Achaipalli,Andhra Pradesh,18.15,78.03,1669,20545
Achampet,Andhra Pradesh,16.63,80.12,111,28120
Achampet,Andhra Pradesh,18.21,77.91,1669,23010
Achampet,Andhra Pradesh,16.40,78.64,1669,18148
Achannapālem,Andhra Pradesh,18.26,83.94,32,113349
Achapalli,Andhra Pradesh,16.62,77.97,1669,30137
Achareddipalli,Andhra Pradesh,18.40,79.63,830,24962
Acharyāpur,Andhra Pradesh,16.75,77.81,1669,32063
Achchaba,Andhra Pradesh,18.69,83.74,1696,17050
Achchampalle,Andhra Pradesh,14.35,77.30,1669,35226
Achchampalli,Andhra Pradesh,18.38,79.41,885,42408
Achchampeta,Andhra Pradesh,16.44,77.43,1135,13530
Achchampeta,Andhra Pradesh,17.32,82.25,259,40858
Achchampeta,Andhra Pradesh,17.03,82.23,36,175802
Achchampeta,Andhra Pradesh,17.54,82.42,413,29561
Achchampeta,Andhra Pradesh,17.31,82.33,374,48154
Achchampeta Tanda,Andhra Pradesh,16.64,79.01,830,23419
Achchampālem,Andhra Pradesh,17.02,80.89,344,27667
Achchannagūda,Andhra Pradesh,17.56,78.26,1669,70183
Achchannapalem,Andhra Pradesh,16.96,81.43,246,38957
Achchava,Andhra Pradesh,18.99,83.52,1669,18308
Achchayapeta,Andhra Pradesh,18.47,83.38,311,51385
Achchayyapalem,Andhra Pradesh,17.22,81.39,413,16236
Achchayyapeta,Andhra Pradesh,17.45,82.08,830,9384
Achchayyapeta,Andhra Pradesh,17.70,82.96,173,130227
Achchemmapalem,Andhra Pradesh,16.15,80.01,183,63725
Achcherla,Andhra Pradesh,17.66,82.85,104,43677
Achcheyapālem,Andhra Pradesh,16.17,79.90,223,37603
Achchipoluvalasa,Andhra Pradesh,18.34,83.84,75,107157
Achchitāpuram,Andhra Pradesh,18.26,83.50,229,60875
Achchutapuram,Andhra Pradesh,17.43,82.55,121,48706
Achchutapuram,Andhra Pradesh,17.58,82.87,22,64082
Achchutapuram,Andhra Pradesh,17.56,82.98,75,62467
Acheli,Andhra Pradesh,19.44,79.57,830,10935
Achhampet,Andhra Pradesh,17.77,78.31,1840,29719
Achhampet,Andhra Pradesh,17.92,78.40,1669,31157
Achhamāyapalli,Andhra Pradesh,18.23,78.64,1669,35443
Achhanapeta,Andhra Pradesh,18.54,78.84,1177,36102
Achhayyāpalli,Andhra Pradesh,17.71,78.58,2004,28650
Achingi,Andhra Pradesh,18.32,82.47,3349,11848
Achitapur,Andhra Pradesh,16.39,78.04,1669,53785
Achlapur,Andhra Pradesh,19.16,79.53,830,16610
Achnapalli,Andhra Pradesh,17.99,78.08,1669,33893
Achutapuram,Andhra Pradesh,17.27,81.05,830,12332
Achutapuram,Andhra Pradesh,17.12,81.46,209,49086
Achutāpuram,Andhra Pradesh,13.93,77.31,2053,33917
Achyutāpuram,Andhra Pradesh,18.57,83.97,91,41982
Achārpalli,Andhra Pradesh,17.88,79.64,980,46876
Achāyāpalle,Andhra Pradesh,14.03,77.94,2509,25339
Adadākulapalle,Andhra Pradesh,14.04,77.55,2004,21005
Adaguppa,Andhra Pradesh,14.64,76.82,1761,44996
Adakula,Andhra Pradesh,17.60,82.44,357,21697
Adalputtu,Andhra Pradesh,18.48,82.49,2627,12524
Adalputtu,Andhra Pradesh,18.37,82.49,3349,11772
Adamilli,Andhra Pradesh,16.95,81.19,249,31553
Adampur,Andhra Pradesh,18.18,77.63,1669,19913
Adanagūda,Andhra Pradesh,18.95,83.73,892,12023
Adanampeta,Andhra Pradesh,18.36,83.70,121,47813
Adapaka,Andhra Pradesh,18.27,83.74,55,51485
Adapaput,Andhra Pradesh,18.13,82.54,3707,12291
Adaparayi,Andhra Pradesh,18.55,83.09,1735,26660
Adaparāigondi,Andhra Pradesh,17.92,82.32,3441,8829
Adapavalasa,Andhra Pradesh,18.35,82.81,3349,14591
Adaramettu,Andhra Pradesh,18.11,82.68,2916,18757
Adarimulangavalasa,Andhra Pradesh,18.72,83.22,830,44428
Adarlodi,Andhra Pradesh,18.42,82.46,2509,11785
Adarrvalasa,Andhra Pradesh,18.42,83.21,1715,29912
Adaru,Andhra Pradesh,18.32,83.07,2788,9371
Adavala,Andhra Pradesh,15.89,80.69,19,24709
Adavaram,Andhra Pradesh,18.53,83.76,124,49574
Adavi Agraharam,Andhra Pradesh,17.89,82.90,223,44990
Adavi Kottūru,Andhra Pradesh,18.72,83.91,190,34630
Adavi Sārangapur,Andhra Pradesh,19.10,78.66,882,13092
Adavigollapalle,Andhra Pradesh,14.49,77.03,1801,40571
Adavigollapalle,Andhra Pradesh,14.48,77.02,1788,57577
Adavikamayya Agraharam,Andhra Pradesh,17.58,82.51,400,30706
Adavikolanu,Andhra Pradesh,16.71,81.41,62,50713
Adavinekkalam,Andhra Pradesh,16.63,80.72,134,29424
Adavivaram,Andhra Pradesh,17.77,83.25,1030,88875
Adda Gattulu,Andhra Pradesh,17.32,78.28,1876,31638
Addabata,Andhra Pradesh,17.91,79.18,1669,27420
Addabhangi,Andhra Pradesh,19.08,83.60,2509,18287
Addagūdem,Andhra Pradesh,18.70,83.13,2509,32391
Addakonda,Andhra Pradesh,15.35,77.56,1683,19730
Addakulaguda,Andhra Pradesh,18.64,83.80,830,28316
Addalova,Andhra Pradesh,17.70,82.52,830,22413
Addangi,Andhra Pradesh,18.67,83.86,1883,25315
Addanguda,Andhra Pradesh,19.00,83.70,830,13004
Addanki,Andhra Pradesh,15.81,79.97,111,44407
Addarivalasa,Andhra Pradesh,17.77,81.77,1837,2500
Addasaram,Andhra Pradesh,17.76,82.67,272,40096
Addatiga,Andhra Pradesh,18.21,83.17,232,22783
Addatige,Andhra Pradesh,18.13,82.89,2509,10426
Addatīgala,Andhra Pradesh,17.48,82.02,830,9152
Addepalli,Andhra Pradesh,14.14,80.07,6,22932
Adderu,Andhra Pradesh,18.21,82.53,4189,12665
Addesar,Andhra Pradesh,19.46,79.00,1000,9621
Addumanda,Andhra Pradesh,18.64,83.29,830,49168
Addumanda,Andhra Pradesh,18.63,83.29,830,50088
Adduruvalasa,Andhra Pradesh,18.79,83.37,830,64569
Addāda,Andhra Pradesh,16.36,80.99,22,77192
Addāgūdur,Andhra Pradesh,17.40,79.37,830,28299
Addākal,Andhra Pradesh,16.51,77.93,1210,29493
Addām,Andhra Pradesh,17.65,82.84,95,41556
Addāpusīla,Andhra Pradesh,18.76,83.45,830,70695
Addūru,Andhra Pradesh,17.82,83.02,830,50885
Addūruvāndlapālem,Andhra Pradesh,17.92,83.18,223,53895
Adegaon,Andhra Pradesh,19.42,78.44,1669,15863
Adegaon Khurd,Andhra Pradesh,19.43,78.44,1669,16429
Adepapalle,Andhra Pradesh,13.80,77.70,2509,100642
Adgimet,Andhra Pradesh,17.41,78.51,1669,2122892
Adibatla,Andhra Pradesh,17.23,78.54,1794,90594
Adigoppula,Andhra Pradesh,16.44,79.62,830,24121
Adigānipalle,Andhra Pradesh,14.75,77.04,1669,23106
Adilabad,Andhra Pradesh,19.67,78.53,843,108145
Adilābād,Andhra Pradesh,17.42,78.71,1669,67092
Adipudi,Andhra Pradesh,15.91,80.26,26,33205
Adireddivānipālem,Andhra Pradesh,17.81,83.13,85,43485
Adiur,Andhra Pradesh,18.36,78.34,1679,97528
Adivarampeta,Andhra Pradesh,18.32,83.90,49,197789
Adividipālem,Andhra Pradesh,15.72,80.28,19,26626
Adiyi Masjid,Andhra Pradesh,17.70,78.68,1909,27885
Adkalpalli,Andhra Pradesh,17.71,77.78,1843,25600
Adkaspalli,Andhra Pradesh,18.51,77.82,1223,27219
Adlapalli,Andhra Pradesh,18.74,79.97,416,6538
Adlonibhāvi,Andhra Pradesh,17.31,79.30,830,27833
Adlur,Andhra Pradesh,17.27,79.39,830,27413
Adlāpur,Andhra Pradesh,17.80,78.38,1814,27709
Adlūr,Andhra Pradesh,16.68,79.98,88,17808
Admi,Andhra Pradesh,19.63,78.88,1669,14060
Adolu,Andhra Pradesh,18.00,82.65,3349,14137
Adrala,Andhra Pradesh,18.66,79.58,830,74281
Adraspalli,Andhra Pradesh,17.62,78.66,1778,35311
Adrial,Andhra Pradesh,16.32,78.36,1669,23320
Aduamunda,Andhra Pradesh,18.11,82.70,3349,18740
Adupalimetta,Andhra Pradesh,17.87,81.89,3385,3278
Adusumalli,Andhra Pradesh,16.02,80.31,22,36072
Advi Devalpalli,Andhra Pradesh,16.66,79.51,219,22683
Advibhavigudem,Andhra Pradesh,17.25,79.40,830,34250
Advibolāram,Andhra Pradesh,17.20,79.40,830,42163
Advikeshavapuram,Andhra Pradesh,17.83,79.14,1669,27800
Adwi Lingāl,Andhra Pradesh,18.23,78.03,1669,27750
Adwi Masjid,Andhra Pradesh,17.70,78.68,1909,27885
Adwi Somanapalli,Andhra Pradesh,18.62,79.81,830,5561
Adwi Srīrāmpur,Andhra Pradesh,18.50,79.65,830,23224
Adāru,Andhra Pradesh,18.63,83.66,236,67256
Adārupādu,Andhra Pradesh,18.43,83.05,1686,19147
Affendi Farm,Andhra Pradesh,18.55,77.93,1669,51188
